"都道府県","市区町村","latitude","longitude","合計特殊出生率","財政力指数","平均所得","経常収支比率","実質公債費比率","将来負担比率","ラスパイレス指数"
"千葉県","野田市",35.955192,139.874764,1.18,0.86,3079198,93.2,4.6,20,98.7
"千葉県","茂原市",35.428544,140.288027,1.23,0.83,2982160,99.8,10.2,107.4,101.6
"千葉県","成田市",35.776608,140.318781,1.16,1.33,3244234,88.5,7.9,86.7,100.9
"千葉県","佐倉市",35.723486,140.223964,1.15,0.93,3484783,94.8,1.4,"-",100.6
"千葉県","東金市",35.559944,140.366092,1.12,0.71,2902929,88.9,2.8,63.3,101.9
"千葉県","旭市",35.720434,140.646469,1.31,0.5,2866879,91.6,8.1,"-",98.2
"千葉県","習志野市",35.683035,140.024365,1.3,0.95,3863418,97.7,8,35.3,102
"千葉県","柏市",35.867612,139.97585,1.3,0.96,3688160,90.9,2.5,"-",102.3
"千葉県","勝浦市",35.152283,140.320932,1.21,0.48,2645324,93.9,7.3,69.5,100.5
"千葉県","市原市",35.497838,140.115665,1.31,1.07,3216704,91.5,5.8,25,101.2
"千葉県","流山市",35.85631,139.90266,1.59,0.95,4014687,88,1,30.4,102.9
"千葉県","八千代市",35.722468,140.099772,1.38,0.95,3537508,95.6,6.2,15.3,101.7
"千葉県","我孫子市",35.864123,140.028225,1.25,0.81,3525263,93.3,1.3,"-",99.5
"千葉県","鴨川市",35.113987,140.098711,1.24,0.53,2788199,98.5,10.3,98.5,100.6
"千葉県","鎌ケ谷市",35.77675,140.00079,1.23,0.78,3279951,97.3,4.3,32.1,100.7
"千葉県","君津市",35.33045,139.902677,1.38,1.04,3106613,89.2,3.5,25.8,99.8
"千葉県","富津市",35.30412,139.857105,1.07,0.93,2859355,86.9,8.4,54.3,101.7
"千葉県","浦安市",35.653984,139.902203,1,1.52,4578541,89.6,7.8,38.5,101.3
"千葉県","四街道市",35.669816,140.167925,1.49,0.82,3382788,93.1,2.4,"-",99.1
"千葉県","袖ケ浦市",35.429808,139.95443,1.55,1.13,3278032,89.9,1.7,7.3,100.5
"千葉県","八街市",35.665917,140.317952,1.05,0.67,2767571,95.6,6.3,29.3,99.3
"千葉県","印西市",35.832348,140.145815,1.54,1.07,3784413,86.8,0.1,"-",100
"千葉県","白井市",35.7915,140.056372,1.26,0.89,3553666,91,3.5,57.2,100.8
"千葉県","富里市",35.726808,140.343058,1.18,0.8,2883855,93.2,7.7,24.5,98.8
"千葉県","南房総市",35.042991,139.840128,1.18,0.32,2537166,90.4,8.1,"-",99.8
"千葉県","匝瑳市",35.707917,140.564281,1.18,0.49,2824654,94.5,5.8,24.4,100.4
"千葉県","香取市",35.897735,140.499268,1.16,0.54,2844088,88.6,8.4,37.5,100.2
"千葉県","山武市",35.602964,140.413506,1.09,0.5,2728915,92.6,7.9,"-",101.9
"千葉県","いすみ市",35.253889,140.385051,1.28,0.42,2638305,88.7,7.3,33.8,100
"千葉県","大網白里市",35.521708,140.32096,1.19,0.63,3096306,99.6,8.6,79,99.2
"千葉県","酒々井町",35.724824,140.269547,1.05,0.8,2996510,92.9,5.3,19,98.3
"千葉県","栄町",35.840784,140.243831,0.99,0.58,2863674,94.2,5.8,14.9,98.1
"千葉県","神崎町",35.901602,140.405285,1.23,0.44,2825022,85.8,4.7,"-",100
"千葉県","多古町",35.735434,140.467728,1.18,0.61,2757435,90.1,5.1,"-",99.5
"千葉県","東庄町",35.83715,140.668581,1.24,0.47,2874679,85.3,6.8,"-",98.1
"千葉県","九十九里町",35.535062,140.44025,1.03,0.46,2671308,83.7,7.4,57.2,101
"千葉県","芝山町",35.693056,140.414194,1.08,0.99,3087981,90.9,6.5,"-",103.9
"千葉県","横芝光町",35.665568,140.504309,1.25,0.47,2776403,88.7,6.1,7.1,100
"千葉県","一宮町",35.372623,140.368659,1.26,0.56,3029404,88.3,5.7,23.3,99.3
"千葉県","睦沢町",35.361088,140.319273,1.27,0.41,2657601,86,5.5,43.4,98.9
"千葉県","長生村",35.412184,140.35406,1.05,0.54,2764470,84.3,9.1,44.8,100.3
"千葉県","白子町",35.45434,140.374234,1.17,0.48,2752968,84.3,4.3,16.4,99.1
"千葉県","長柄町",35.431125,140.227059,1.22,0.58,2759218,90.6,5.7,16.8,99.8
"千葉県","長南町",35.386421,140.237065,1.22,0.44,2581882,82,6.4,10.2,99.4
"千葉県","大多喜町",35.285191,140.245439,1.11,0.44,2574027,89.1,4.6,6.9,97.6
"千葉県","御宿町",35.191506,140.348796,1.14,0.43,2582849,92.7,4.3,32.2,96.1
"千葉県","鋸南町",35.111159,139.835509,1.12,0.3,2658215,86.1,11.2,38.9,99.5
"東京都","千代田区",35.694003,139.753595,1.21,0.89,10056536,80.8,-0.2,"-",99.9
"東京都","中央区",35.670651,139.771861,1.37,0.67,6843638,75.1,-0.2,"-",101
"東京都","港区",35.658068,139.751599,1.28,1.26,11631584,74.6,-1.6,"-",99.2
"東京都","新宿区",35.69384,139.703549,0.97,0.67,5555123,84,-3.5,"-",98.3
"東京都","文京区",35.708068,139.752167,1.09,0.65,6211041,82.9,-4.5,"-",99.3
"東京都","台東区",35.712607,139.779996,1.08,0.48,4417608,89.1,-2.7,"-",98.4
"東京都","墨田区",35.710722,139.801497,1.13,0.41,3935175,82.9,-1.2,"-",98.8
"東京都","江東区",35.672854,139.81741,1.21,0.5,4479761,79.1,-3.7,"-",98.7
"東京都","品川区",35.609226,139.730186,1.1,0.55,5052426,77.8,-4.5,"-",99.2
"東京都","目黒区",35.641463,139.698171,0.97,0.75,6361652,81.1,-4,"-",99.2
"東京都","大田区",35.561257,139.716051,1.1,0.54,4327346,85.3,-3.7,"-",100.6
"東京都","世田谷区",35.646572,139.653247,0.99,0.71,5653167,81.7,-3.8,"-",99.9
"東京都","渋谷区",35.661777,139.704051,0.95,0.96,8855483,74.9,-3.8,"-",98.1
"東京都","中野区",35.707399,139.663835,0.91,0.51,4216755,77.1,-3.5,"-",99.9
"東京都","杉並区",35.699566,139.636438,0.95,0.62,4695873,86.4,-5.6,"-",99
"東京都","豊島区",35.726118,139.716605,0.89,0.54,4604990,85.9,-1.7,"-",98.6
"東京都","北区",35.752804,139.733481,1.13,0.39,3776410,87,-3,"-",98.4
"東京都","荒川区",35.73608,139.783369,1.18,0.34,3790837,84.5,-0.3,"-",98.1
"東京都","板橋区",35.751165,139.709244,1.03,0.44,3685288,82.4,-4.6,"-",98.3
"東京都","練馬区",35.735623,139.651658,1.06,0.47,4189125,85.9,-3.1,"-",99.5
"東京都","足立区",35.775664,139.804479,1.17,0.36,3471927,83.2,-3.6,"-",100.1
"東京都","葛飾区",35.743575,139.84718,1.25,0.35,3533351,81.1,-1.6,"-",98.4
"東京都","江戸川区",35.706657,139.868427,1.26,0.4,3709535,77.9,-5.7,"-",98
"東京都","八王子市",35.666339,139.315806,1.1,0.94,3559825,85.7,-0.9,"-",97.9
"東京都","立川市",35.714014,139.407843,1.23,1.17,3781215,87.8,1.8,"-",98.7
"東京都","武蔵野市",35.717784,139.56626,1.09,1.52,5404433,84.2,-0.7,"-",101
"東京都","三鷹市",35.683513,139.559584,1.09,1.16,4507931,89.4,1,4,100.2
"東京都","青梅市",35.787996,139.27583,1.11,0.85,3171365,99.1,2.6,"-",100.2
"東京都","府中市",35.668974,139.477661,1.2,1.22,3894617,85.1,3,"-",98.7
"東京都","昭島市",35.705755,139.353548,1.32,0.98,3386025,92.4,0.5,"-",100.2
"東京都","調布市",35.650615,139.540694,1.13,1.19,4214877,91.3,0.4,11.6,100
"東京都","町田市",35.546631,139.438619,1.19,0.97,3885617,91.9,0.5,"-",99.6
"東京都","小金井市",35.699473,139.502992,1.18,1.02,4276365,94.8,1.8,13.8,99.3
"東京都","小平市",35.728577,139.477456,1.27,0.97,3934455,91,2,"-",99.7
"東京都","日野市",35.671337,139.394926,1.26,0.96,3713186,96.2,-2.3,19.9,98.3
"東京都","東村山市",35.754597,139.468489,1.21,0.8,3501720,93.1,2.3,"-",101
"東京都","国分寺市",35.710335,139.463191,1.19,1.04,4408417,93.4,-1.6,"-",99.3
"東京都","国立市",35.683885,139.44138,1.11,1,4530906,98.3,0,"-",100.7
"東京都","福生市",35.738451,139.326932,1.23,0.76,3094316,90.2,-3.1,"-",100.8
"東京都","狛江市",35.634912,139.578733,1.13,0.88,3918530,89.7,1.7,6.3,99.5
"東京都","東大和市",35.745369,139.426593,1.34,0.84,3502529,92.1,-2.2,"-",100.8
"東京都","清瀬市",35.785753,139.52643,1.15,0.68,3489786,91.6,3.7,41.9,101.1
"東京都","東久留米市",35.758048,139.529739,1.29,0.84,3609528,92.9,0.1,"-",100.3
"東京都","武蔵村山市",35.754861,139.387399,1.39,0.82,3160370,92.4,0.3,"-",98.2
"東京都","多摩市",35.637004,139.446307,1.09,1.13,3713712,87.3,2,"-",100
"東京都","稲城市",35.637924,139.504567,1.37,0.96,4054016,88.3,3,34.6,100.4
"東京都","羽村市",35.767222,139.310944,1.31,0.98,3340906,100.2,1,9.6,100.5
"東京都","あきる野市",35.72892,139.294119,1.27,0.72,3195260,97.5,7.1,41.1,99.6
"東京都","西東京市",35.725496,139.538156,1.17,0.9,3856104,94,2.1,19.5,98.9
"東京都","瑞穂町",35.772036,139.353846,1.16,1.01,3125226,91,0.6,6,100.4
"東京都","日の出町",35.742142,139.257444,1.31,0.69,2933187,105.5,4.4,"-",96.9
"東京都","檜原村",35.726839,139.148866,1.29,0.17,2644711,73.5,4.2,"-",99.3
"東京都","奥多摩町",35.809543,139.096197,1.16,0.29,2836732,72.7,7.1,"-",97.2
"東京都","大島町",34.75004,139.355579,1.34,0.32,3034338,89.4,11.8,121.7,89.9
"東京都","利島村",34.529364,139.282585,1.1,0.14,3345760,62.5,4.9,"-",92.6
"東京都","新島村",34.377134,139.256571,1.19,0.21,2996218,84.4,6,"-",88.9
"東京都","神津島村",34.205267,139.134255,1.23,0.22,3079280,76.4,2.7,"-",93.1
"東京都","三宅村",34.075774,139.479744,1.32,0.23,3367357,85.2,5.6,"-",90.3
"東京都","御蔵島村",33.897366,139.596116,1.09,0.13,3111411,89.3,4.8,"-",75.1
"東京都","八丈町",33.11274,139.789065,1.53,0.3,2923288,84.6,12.2,"-",88.7
"東京都","青ヶ島村",32.466459,139.763312,1.09,0.17,3858419,98.7,-0.7,"-",82.3
"東京都","小笠原村",27.094366,142.191918,1.29,0.27,4035540,73.7,5.4,"-",93.2
"神奈川県","横浜市",35.508404,139.68254,1.24,0.97,4093623,100.5,10.5,137.4,100.1
"神奈川県","川崎市",35.529667,139.703848,1.25,1.03,4078392,97.5,8.2,122,101
"神奈川県","相模原市",35.59565,139.33771,1.22,0.88,3416802,98.2,2.6,23.9,99.3
"神奈川県","横須賀市",35.281341,139.672201,1.27,0.81,3228200,101.8,6.4,31.8,100.6
"神奈川県","平塚市",35.33511,139.349476,1.25,0.98,3403528,95.5,2.5,20.4,97
"神奈川県","鎌倉市",35.319225,139.546687,1.21,1.09,4706410,99.8,1.1,"-",99.7
"神奈川県","藤沢市",35.33917,139.490036,1.4,1.08,4048919,95.5,3.2,41.9,101.4
"神奈川県","小田原市",35.264564,139.152154,1.24,0.96,3334504,92.9,1.8,22.7,99.9
"神奈川県","茅ヶ崎市",35.33386,139.404716,1.33,0.96,3796984,96.8,1.2,48.2,99.5
"神奈川県","逗子市",35.295606,139.580423,1.38,0.86,4364009,93.2,6,30.6,99.6
"神奈川県","三浦市",35.144171,139.62077,1.07,0.61,3050977,103.6,13.5,118.6,96.7
"神奈川県","秦野市",35.374736,139.219943,1.15,0.88,3215235,95.7,1.1,17.5,101.3
"神奈川県","厚木市",35.443082,139.362489,1.28,1.26,3478439,83.5,2.5,39.7,100.5
"神奈川県","大和市",35.487512,139.45795,1.37,0.97,3506327,98,1.8,39.2,95.5
"神奈川県","伊勢原市",35.402969,139.314973,1.29,0.98,3477700,98.4,7.3,59.3,100.8
"神奈川県","海老名市",35.446446,139.390803,1.41,1.06,3655423,91.4,2.8,32.7,101.5
"神奈川県","座間市",35.488587,139.407673,1.24,0.91,3261914,97.7,0,24.1,102.4
"神奈川県","南足柄市",35.320715,139.0996,1.18,0.89,3051449,100,4.1,16.9,102.5
"神奈川県","綾瀬市",35.437175,139.426148,1.37,0.93,3207073,98.4,5.7,28.9,100.9
"神奈川県","葉山町",35.272089,139.5862,1.22,0.89,4502377,90.7,-2.1,"-",101.6
"神奈川県","寒川町",35.372956,139.383861,1.38,1.09,3186998,94.1,3,"-",100.3
"神奈川県","大磯町",35.30685,139.311314,1.22,0.86,3981201,87.6,5.2,44.4,99.3
"神奈川県","二宮町",35.299491,139.255402,1.15,0.73,3430236,93.5,5.3,21.2,97.5
"神奈川県","中井町",35.330717,139.218774,1.14,1,3043714,88.9,1.3,"-",96.3
"神奈川県","大井町",35.326674,139.156577,1.37,0.82,3082933,87.5,-3.1,"-",96.8
"神奈川県","松田町",35.348159,139.139375,1.28,0.65,3060808,86.7,5.5,49.2,98
"神奈川県","山北町",35.360605,139.083831,1.08,0.57,2847996,87.9,7.9,36.2,102
"神奈川県","開成町",35.336427,139.123183,1.47,0.94,3583726,91.7,6,57.1,99.4
"神奈川県","箱根町",35.232355,139.106937,0.92,1.44,2723352,100.8,10.4,88.1,100.2
"神奈川県","真鶴町",35.158468,139.137119,1.14,0.45,2879799,99.5,11.9,140.1,91.9
"神奈川県","湯河原町",35.147964,139.108317,1.16,0.71,2845537,100.6,3.8,79.1,99.3
"神奈川県","愛川町",35.528796,139.321717,1.2,1.02,2878071,92.9,-1.8,"-",101.1
"神奈川県","清川村",35.482383,139.276382,1.28,0.94,2980030,85.8,-2.3,"-",93.6
"新潟県","新潟市",37.916243,139.218588,1.3,0.69,3011560,94.7,10.9,134.7,99
"新潟県","長岡市",37.446265,138.851277,1.39,0.62,2893799,91.5,5.6,74.5,96.8
"新潟県","三条市",37.636768,138.961689,1.35,0.58,2841609,95.2,15.8,131.8,94.3
"新潟県","柏崎市",37.3719,138.558984,1.34,0.69,2797867,93.5,10,27.9,98.3
"新潟県","新発田市",37.950886,139.327892,1.36,0.49,2691265,90.1,7,59,96.3
"新潟県","小千谷市",37.314339,138.7951,1.46,0.56,2637944,83.3,9.7,55,94.4
"新潟県","加茂市",37.666275,139.040198,1.25,0.43,2510286,95.5,9.3,114.6,93.4
"新潟県","十日町市",37.127582,138.755708,1.41,0.34,2451972,97.5,11.9,103.1,96.6
"新潟県","見附市",37.531604,138.912825,1.33,0.59,2581380,97.5,9,104,95.7
"新潟県","村上市",38.223979,139.480021,1.34,0.34,2482246,87.4,12.7,102.4,93.8
"新潟県","燕市",37.673152,138.88223,1.32,0.63,2790952,93,12.7,109.2,95.6
"新潟県","糸魚川市",37.039028,137.862652,1.41,0.47,2667886,92.9,11.6,83.6,94.4
"新潟県","妙高市",37.025196,138.253473,1.28,0.43,2628271,79.8,7.1,"-",93.2
"新潟県","五泉市",37.744536,139.182568,1.21,0.43,2499262,86,9.4,79.2,94.7
"新潟県","上越市",37.147848,138.23608,1.41,0.62,2874081,92.2,11.3,80.5,98.9
"新潟県","阿賀野市",37.834501,139.225983,1.29,0.42,2484720,89.7,8.3,124.1,95.6
"新潟県","佐渡市",38.018353,138.368082,1.45,0.23,2472993,94.6,12.6,134.9,92.1
"新潟県","魚沼市",37.244124,138.924361,1.42,0.29,2504610,88,7.9,24.6,93.5
"新潟県","南魚沼市",37.161428,138.925448,1.41,0.41,2565971,87.8,12.9,71,93.3
"新潟県","胎内市",38.059711,139.410342,1.32,0.48,2553530,97.4,12.3,156.3,92.3
"新潟県","聖籠町",37.974597,139.274336,1.69,1.09,2582878,88.5,9.4,24,96.3
"新潟県","弥彦村",37.691066,138.855249,1.29,0.41,2523601,78.9,14,55.8,93.9
"新潟県","田上町",37.698826,139.057982,1.14,0.4,2430697,86.6,9.2,60.7,93
"新潟県","阿賀町",37.675485,139.45878,1.38,0.2,2345342,92.6,12.1,99.2,91.4
"新潟県","出雲崎町",37.530707,138.709303,1.32,0.25,2406619,87.7,9.3,"-",93.8
"新潟県","湯沢町",36.934025,138.81744,1.35,0.98,2558249,90.6,6.8,35.7,92.8
"新潟県","津南町",37.014274,138.652622,1.39,0.27,2419701,81.7,10.6,53.3,93.8
"新潟県","刈羽村",37.422359,138.622442,1.45,1.36,2892467,70.1,-2.6,"-",96.7
"新潟県","関川村",38.089376,139.564918,1.32,0.24,2475447,88.5,10.5,33.5,92.7
"新潟県","粟島浦村",38.468267,139.254439,1.34,0.11,2608250,72.7,6.9,"-",83.4
"富山県","富山市",36.695952,137.213677,1.47,0.83,3183249,89.3,7.7,124.8,100.8
"富山県","高岡市",36.754096,137.025728,1.46,0.76,2914079,85.9,12.1,145.7,97.8
"富山県","魚津市",36.827367,137.409215,1.44,0.69,2865368,89.6,11.8,104.5,97.2
"富山県","氷見市",36.855981,136.972849,1.38,0.48,2603074,88,11.3,63.8,97.7
"富山県","滑川市",36.764378,137.341191,1.52,0.76,2895862,82.6,6.2,"-",99
"富山県","黒部市",36.871508,137.44803,1.46,0.67,2950376,87.7,11.6,104.5,99.2
"富山県","砺波市",36.647534,136.962009,1.39,0.59,2880243,89,12.9,45.7,97.9
"富山県","小矢部市",36.675575,136.868622,1.44,0.6,2749283,88.3,14.9,196.7,93.8
"富山県","南砺市",36.557513,136.875336,1.47,0.35,2632376,89.4,4.8,"-",96.4
"富山県","射水市",36.782455,137.079614,1.52,0.66,2950462,84.5,8.8,88.8,97
"富山県","舟橋村",36.703531,137.307377,1.51,0.37,3205380,92,11.1,104.8,89.2
"富山県","上市町",36.698414,137.36238,1.32,0.47,2708490,89.2,15.3,93,94.4
"富山県","立山町",36.663522,137.313697,1.41,0.48,2752127,85.7,11.7,99.7,98.2
"富山県","入善町",36.933511,137.502045,1.34,0.55,2737252,83.7,13.9,29.6,94.7
"富山県","朝日町",36.94619,137.559943,1.38,0.37,2686418,90.4,11.5,"-",93.8
"石川県","金沢市",36.561325,136.656205,1.36,0.89,3414112,90.1,4.8,51,99.4
"石川県","七尾市",37.043102,136.967518,1.39,0.44,2663928,93.3,13,87,94.5
"石川県","小松市",36.408351,136.445571,1.62,0.71,3038202,93.1,12.9,137.6,97.1
"石川県","輪島市",37.39059,136.899196,1.45,0.23,2406139,94.8,10.8,84.7,97.7
"石川県","珠洲市",37.436347,137.260436,1.56,0.23,2458428,95.5,13.7,47.5,96
"石川県","加賀市",36.302624,136.314627,1.43,0.58,2756314,94.3,8.7,92.7,98.3
"石川県","羽咋市",36.893599,136.778996,1.44,0.43,2648032,92.9,8.4,"-",93.7
"石川県","かほく市",36.719826,136.706727,1.67,0.43,2796299,92.4,11.4,52,93.1
"石川県","白山市",36.514427,136.565892,1.52,0.69,2953292,94.7,10.5,116.7,97.2
"石川県","能美市",36.446941,136.554242,1.54,0.68,3164366,90.4,5.6,0.5,96.8
"石川県","野々市市",36.519704,136.609971,1.62,0.85,3248394,96,7.1,21,98.6
"石川県","川北町",36.46863,136.542304,1.55,0.63,2981057,85.1,9.5,"-",90.6
"石川県","津幡町",36.668693,136.728442,1.37,0.56,2909348,89.6,8.4,75.6,94.3
"石川県","内灘町",36.653494,136.645086,1.24,0.53,2969500,89.6,8.2,85.1,94.7
"石川県","志賀町",37.006312,136.77801,1.45,0.59,2576789,95.4,8.3,"-",94.2
"石川県","宝達志水町",36.862773,136.797529,1.35,0.38,2662708,87.6,5.2,27.1,91.8
"石川県","中能登町",36.988884,136.901832,1.59,0.3,2583271,92.9,11.3,39.7,91
"石川県","穴水町",37.230995,136.912475,1.53,0.26,2615157,88,9.5,58.1,90.2
"石川県","能登町",37.353216,137.244521,1.61,0.21,2559117,88.1,6.9,77.1,95
"福井県","福井市",36.064067,136.219494,1.55,0.83,3228964,92.8,10.4,67.3,100.2
"福井県","敦賀市",35.645244,136.055441,1.55,0.92,3157175,94.6,6.1,"-",97.9
"福井県","小浜市",35.495593,135.746644,1.71,0.43,2872833,95.2,12,104.3,97.1
"福井県","大野市",35.979814,136.487564,1.51,0.42,2650758,97.9,8.6,40.4,97.2
"福井県","勝山市",36.060945,136.500584,1.49,0.44,2623497,92.5,8.5,79.8,95.1
"福井県","鯖江市",35.956553,136.184474,1.66,0.69,3313964,89.2,6.5,"-",98.5
"福井県","あわら市",36.211353,136.229025,1.39,0.6,2790487,89.1,6.9,47.6,97.4
"福井県","越前市",35.903499,136.16878,1.59,0.75,2898042,91.2,11.1,132.3,99.4
"福井県","坂井市",36.166925,136.231457,1.46,0.65,2877070,91.1,6.5,65.6,98.7
"福井県","永平寺町",36.092256,136.298706,1.34,0.39,2897902,97.1,7.7,1.4,92
"福井県","池田町",35.890472,136.343907,1.5,0.14,2473875,79.9,5.9,"-",90.3
"福井県","南越前町",35.835164,136.194465,1.52,0.29,2657371,88.5,5.6,"-",92.7
"福井県","越前町",35.974208,136.129743,1.53,0.34,2685013,97.6,9.4,25.9,92.6
"福井県","美浜町",35.60053,135.940543,1.64,0.74,2969062,93.2,8.8,92,93.3
"福井県","高浜町",35.490428,135.55099,1.83,1.03,3116350,89.7,8.1,"-",92.1
"福井県","おおい町",35.481166,135.617828,1.91,1,2913820,92.3,1.1,"-",92.6
"福井県","若狭町",35.461888,135.857211,1.68,0.33,2734584,87.6,15.3,81.9,91.5
"山梨県","甲府市",35.66228,138.568202,1.43,0.76,3261738,95.8,7,58.2,99.1
"山梨県","富士吉田市",35.487497,138.807854,1.62,0.71,3076904,82.1,8,22.7,98.8
"山梨県","都留市",35.55168,138.905473,1.38,0.49,2856357,89.5,10.9,4.2,98.5
"山梨県","山梨市",35.693394,138.686914,1.37,0.42,2870243,96.6,11.4,87.2,97
"山梨県","大月市",35.610485,138.940028,1.1,0.66,2837767,85.3,15.3,104,96.2
"山梨県","韮崎市",35.708897,138.446127,1.26,0.76,2957639,88.2,8.8,82.5,99.4
"山梨県","南アルプス市",35.608328,138.464966,1.51,0.51,2890533,87.1,3.7,"-",99
"山梨県","北杜市",35.77653,138.423781,1.39,0.43,2822415,87.4,5.4,"-",99.1
"山梨県","甲斐市",35.686259,138.487257,1.7,0.63,3105995,89.9,6.8,"-",97.6
"山梨県","笛吹市",35.64736,138.639786,1.56,0.52,2820669,94.2,9.1,24.9,97.7
"山梨県","上野原市",35.630259,139.108599,1.07,0.5,2918541,91.5,10.7,55.8,97.8
"山梨県","甲州市",35.704316,138.729404,1.36,0.44,2854366,92.7,16.4,114.3,95.4
"山梨県","中央市",35.599629,138.517272,1.28,0.68,3095670,87.7,8.2,23.6,96.6
"山梨県","市川三郷町",35.565303,138.502369,1.43,0.33,2684010,97.3,10.5,133.8,96.2
"山梨県","早川町",35.412917,138.362759,1.33,0.21,2768130,77.5,2.2,"-",97.5
"山梨県","身延町",35.467494,138.44246,1.23,0.28,2551339,77,-2.4,"-",95.4
"山梨県","南部町",35.242352,138.486109,1.23,0.28,2592543,80.9,2.2,"-",96.6
"山梨県","富士川町",35.561156,138.461384,1.41,0.36,2873987,88.3,12.3,55.3,97.5
"山梨県","昭和町",35.627926,138.535142,1.65,1.19,3569711,87.1,8.3,"-",94.1
"山梨県","道志村",35.527956,139.033379,1.36,0.18,2939359,92.3,9.4,"-",95.8
"山梨県","西桂町",35.524069,138.846891,1.39,0.3,2869234,75.3,5.6,"-",94.8
"山梨県","忍野村",35.460098,138.847861,1.91,1.31,4935692,72.3,-2.5,"-",92.1
"山梨県","山中湖村",35.410645,138.860917,1.66,1.38,3174126,81.4,1.9,"-",94.3
"山梨県","鳴沢村",35.481392,138.706362,1.61,0.62,3348161,78.4,-2.2,"-",96.4
"山梨県","富士河口湖町",35.497314,138.755084,1.57,0.65,3376465,81.9,9.7,62.2,96.7
"山梨県","小菅村",35.760124,138.940161,1.42,0.11,2904646,80.1,8.3,"-",93.1
"山梨県","丹波山村",35.789712,138.922231,1.4,0.07,2598309,90.1,7,"-",93.3
"長野県","長野市",36.64855,138.194243,1.46,0.74,3199981,90.6,3.6,42.8,100.2
"長野県","松本市",36.238038,137.972034,1.44,0.74,3309324,87.4,3.7,"-",99.2
"長野県","上田市",36.401912,138.248889,1.45,0.6,2931332,89.8,5.3,36.4,99.3
"長野県","岡谷市",36.067012,138.049326,1.55,0.65,3027480,91,9.2,68.3,96.9
"長野県","飯田市",35.514978,137.821447,1.62,0.55,2876692,91.5,8,32.1,96.9
"長野県","諏訪市",36.039142,138.114182,1.51,0.74,3151216,90.3,5.2,82.1,97.4
"長野県","須坂市",36.651097,138.307192,1.5,0.58,2857304,90.2,9.3,19.1,99.3
"長野県","小諸市",36.327419,138.42588,1.6,0.58,2718150,89,7.1,23,98.3
"長野県","伊那市",35.827481,137.95408,1.45,0.49,2923760,90.9,7.8,"-",97.2
"長野県","駒ヶ根市",35.728814,137.933782,1.5,0.6,2938981,89.4,12.2,143.3,98.1
"長野県","中野市",36.742044,138.36945,1.47,0.54,2756386,91.7,7.1,"-",97
"長野県","大町市",36.503018,137.851094,1.46,0.45,2704070,94.1,7.7,48.6,96.9
"長野県","飯山市",36.851745,138.365495,1.43,0.36,2526284,91.9,12,"-",96.5
"長野県","茅野市",35.995571,138.158893,1.48,0.59,2923556,90.4,6.8,48.2,96.1
"長野県","塩尻市",36.114972,137.953449,1.46,0.64,3045169,89.8,6.2,24.9,98.2
"長野県","佐久市",36.248868,138.476831,1.53,0.51,2951676,82.1,-0.2,"-",99.9
"長野県","千曲市",36.533897,138.120108,1.46,0.53,2825594,92,8,47.2,96.6
"長野県","東御市",36.359477,138.330247,1.44,0.5,2805704,92.8,7.6,63.6,98.2
"長野県","安曇野市",36.303951,137.905801,1.41,0.55,2908353,88.3,9.5,4.2,97.2
"長野県","小海町",36.095097,138.483472,1.47,0.27,2680330,81.1,6.2,"-",95.6
"長野県","川上村",35.975487,138.578605,1.61,0.26,2820862,78.2,0,"-",93
"長野県","南牧村",36.020856,138.492091,1.5,0.32,2875214,74.6,0.5,"-",97.9
"長野県","南相木村",36.035985,138.54699,1.43,0.81,2708477,81.8,-0.1,"-",90.7
"長野県","北相木村",36.059169,138.550883,1.45,0.17,2800901,87.7,6.1,"-",89.8
"長野県","佐久穂町",36.161106,138.483544,1.42,0.24,2677111,91.7,11.4,"-",96.6
"長野県","軽井沢町",36.34829,138.596955,1.38,1.65,4179720,71.4,1.5,"-",97.8
"長野県","御代田町",36.321183,138.508784,1.39,0.65,3019834,79.3,12.6,"-",97.5
"長野県","立科町",36.27207,138.315972,1.45,0.36,2636937,89.7,7.8,"-",98.5
"長野県","青木村",36.370346,138.12884,1.56,0.24,2687550,81.4,6.7,"-",91.9
"長野県","長和町",36.255854,138.267866,1.48,0.23,2581414,87.3,11.6,74.8,97.8
"長野県","下諏訪町",36.069559,138.08017,1.45,0.59,3036507,82.5,5.8,66.9,95.5
"長野県","富士見町",35.914621,138.240699,1.43,0.55,2779305,84.5,4,"-",97.2
"長野県","原村",35.964456,138.21772,1.58,0.4,3001790,85.2,6.4,"-",94.9
"長野県","辰野町",35.982513,137.987484,1.41,0.5,2777623,81.4,8.2,13.7,95.4
"長野県","箕輪町",35.915134,137.981944,1.54,0.62,2949989,85.2,8.3,46.5,95.9
"長野県","飯島町",35.676737,137.91968,1.48,0.41,2870373,83.3,9.8,58.9,94.4
"長野県","南箕輪村",35.8729,137.975024,1.61,0.59,2942084,72.3,6.5,8.4,95.9
"長野県","中川村",35.634537,137.946058,1.51,0.23,2560160,75.2,1.5,"-",95.7
"長野県","宮田村",35.768904,137.944307,1.51,0.51,2999200,77.5,10.8,"-",95.9
"長野県","松川町",35.597292,137.909567,1.51,0.41,2789765,81.2,5.5,"-",94.6
"長野県","高森町",35.551497,137.878437,1.55,0.42,2837989,83.9,7.9,43.9,97.6
"長野県","阿南町",35.32364,137.816055,1.47,0.19,2511261,76.8,3.7,"-",92.3
