"都道府県","市区町村","latitude","longitude","合計特殊出生率","財政力指数","平均所得","経常収支比率","実質公債費比率","将来負担比率","ラスパイレス指数"
"兵庫県","伊丹市",34.784306,135.400947,1.5,0.83,3551484,93.2,5.1,"-",100.1
"兵庫県","相生市",34.803601,134.468066,1.6,0.57,2930101,99.2,14.5,82.4,99.3
"兵庫県","豊岡市",35.544575,134.820181,1.56,0.39,2682906,94.9,13.8,69.3,95.5
"兵庫県","加古川市",34.75695,134.841177,1.43,0.91,3196014,93.8,2,"-",100.7
"兵庫県","赤穂市",34.754956,134.390284,1.34,0.71,3047173,81.3,10.4,110.9,96.8
"兵庫県","西脇市",34.993355,134.969189,1.42,0.45,2841168,90.4,8.5,20.9,99
"兵庫県","宝塚市",34.799767,135.360073,1.36,0.88,4147926,95.4,3.7,18.9,100.9
"兵庫県","三木市",34.796944,134.990197,1.32,0.7,2955498,94.7,3.5,39.6,100
"兵庫県","高砂市",34.766201,134.790442,1.41,0.88,3258191,90.6,4.8,70.8,99.8
"兵庫県","川西市",34.830135,135.417278,1.3,0.71,3475062,95.7,9.3,101.4,98.5
"兵庫県","小野市",34.853193,134.931376,1.4,0.72,2868797,90.7,4.6,5.7,100.3
"兵庫県","三田市",34.889996,135.225453,1.17,0.87,3582362,94.2,6,"-",98.2
"兵庫県","加西市",34.927936,134.841622,1.28,0.66,3000587,93.9,8.1,46.6,99.8
"兵庫県","丹波篠山市",35.075661,135.219051,1.43,0.45,2845414,92.2,15.6,133.4,97.9
"兵庫県","養父市",35.404657,134.767671,1.56,0.24,2637507,90.2,5.9,"-",95.7
"兵庫県","丹波市",35.1771,135.035854,1.56,0.44,2762235,91.6,5.7,"-",97.3
"兵庫県","南あわじ市",34.29448,134.779855,1.51,0.41,2746130,93.2,13.6,84.4,98.1
"兵庫県","朝来市",35.339665,134.85315,1.61,0.4,2693723,89.1,11.3,"-",97.1
"兵庫県","淡路市",34.439699,134.915016,1.38,0.35,2752258,92,14.9,140.9,98.8
"兵庫県","宍粟市",35.004417,134.549466,1.44,0.34,2760735,91.4,7.9,83.7,97.7
"兵庫県","加東市",34.918573,134.973381,1.58,0.69,2909345,88.6,5.1,"-",99.2
"兵庫県","たつの市",34.857863,134.54536,1.38,0.56,3020490,87.7,10.2,11.9,99.5
"兵庫県","猪名川町",34.895037,135.376162,1.04,0.6,3351325,86.9,2.9,"-",99.2
"兵庫県","多可町",35.050335,134.923275,1.29,0.33,2705250,91.4,12.9,22.1,98.7
"兵庫県","稲美町",34.748807,134.913551,1.34,0.76,2985278,86.4,5.1,"-",99.3
"兵庫県","播磨町",34.715299,134.867912,1.48,0.88,3136026,92.1,-0.1,"-",99.4
"兵庫県","市川町",34.989368,134.763317,1.16,0.4,2712771,86.6,8.9,93.1,97.8
"兵庫県","福崎町",34.950302,134.760248,1.5,0.72,2955040,88.4,9.8,90.9,99.4
"兵庫県","神河町",35.064226,134.739831,1.38,0.39,2744112,91.8,14.4,73.5,97.7
"兵庫県","太子町",34.833264,134.572255,1.45,0.68,3159661,85,9.5,61.1,97.2
"兵庫県","上郡町",34.873563,134.356098,1.08,0.53,3303929,92.9,17.1,164.8,96.2
"兵庫県","佐用町",35.004346,134.355734,1.39,0.3,2660783,83.5,1.7,"-",96.4
"兵庫県","香美町",35.632186,134.629178,1.51,0.23,2637674,86.2,9.6,59.9,94.3
"兵庫県","新温泉町",35.623481,134.448939,1.53,0.25,2593462,87.3,10.8,89.9,96.7
"奈良県","奈良市",34.685087,135.805,1.25,0.77,3706377,97.4,10.3,119.7,99.7
"奈良県","大和高田市",34.515046,135.736392,1.18,0.49,2942700,100.2,8.3,35.5,98
"奈良県","大和郡山市",34.649374,135.782755,1.3,0.72,3060686,97.7,11.2,14.5,97.7
"奈良県","天理市",34.596647,135.837331,1.34,0.59,2945660,101.8,10.7,56.2,100
"奈良県","橿原市",34.509448,135.792626,1.34,0.73,3254032,95.5,3.9,53.1,100.1
"奈良県","桜井市",34.518714,135.843216,1.3,0.54,3036946,99.3,7.4,97.7,100.5
"奈良県","五條市",34.35203,135.693632,1.07,0.36,2747364,95.1,13.4,120.9,95.1
"奈良県","御所市",34.463331,135.74024,1.16,0.41,2930314,101.1,12.4,92.7,98.9
"奈良県","生駒市",34.69196,135.700536,1.33,0.82,4090963,89.7,4.6,"-",100.6
"奈良県","香芝市",34.541256,135.698937,1.53,0.7,3681169,90.1,13.5,68.3,100.5
"奈良県","葛城市",34.511119,135.706917,1.52,0.52,3164535,97.9,8.5,47.8,96
"奈良県","宇陀市",34.528029,135.952269,1.04,0.29,2778874,97,13.4,108.6,98.8
"奈良県","山添村",34.68128,136.0438,1.2,0.29,2562642,84.4,3.9,"-",96.5
"奈良県","平群町",34.629174,135.700654,1.22,0.47,3236964,95.7,16.7,222.8,96.9
"奈良県","三郷町",34.600138,135.695525,1.44,0.48,3198458,89,1.5,49.4,97.2
"奈良県","斑鳩町",34.608849,135.730591,1.51,0.54,3331781,93.2,7,37.5,99.5
"奈良県","安堵町",34.60648,135.756781,1.19,0.37,2744201,95.8,6.1,24,96.2
"奈良県","川西町",34.584394,135.774038,1.28,0.48,3008074,85.7,8,"-",92.9
"奈良県","三宅町",34.573698,135.773144,1.27,0.31,2901542,86.1,10.2,27.6,92.6
"奈良県","田原本町",34.556601,135.794876,1.45,0.58,3059191,99.5,9.7,56,96.4
"奈良県","曽爾村",34.510647,136.124478,1.29,0.13,2566438,83.8,8.1,"-",97.3
"奈良県","御杖村",34.488389,136.165916,1.29,0.13,2287052,78.6,3.8,"-",94.9
"奈良県","高取町",34.449513,135.793175,1.05,0.33,2824119,90,9.1,78,97
"奈良県","明日香村",34.471278,135.820641,1.26,0.24,2986794,92,4.5,20.1,97.5
"奈良県","上牧町",34.562749,135.716629,1.13,0.49,3095889,98.2,13.9,102.2,93
"奈良県","王寺町",34.594725,135.706551,1.51,0.64,3543180,98,5.8,"-",95.8
"奈良県","広陵町",34.542784,135.750835,1.42,0.63,3784516,94.5,7.8,61.4,97.9
"奈良県","河合町",34.578472,135.736672,1.16,0.53,3506388,93.9,18.4,199,88.6
"奈良県","吉野町",34.396049,135.857618,1.08,0.25,2749785,93.5,8.1,93.6,91.5
"奈良県","大淀町",34.390562,135.789716,1.04,0.44,2823706,92.5,9.2,7,97
"奈良県","下市町",34.360981,135.791858,1.07,0.22,2789491,87.7,13.2,45.2,92.8
"奈良県","黒滝村",34.309307,135.852142,1.36,0.13,2700623,104,5.9,"-",95.1
"奈良県","天川村",34.241909,135.855149,1.31,0.14,2535930,92.8,10.7,"-",89.4
"奈良県","野迫川村",34.166257,135.633063,1.26,0.12,2822936,97.8,12.4,16.6,90.7
"奈良県","十津川村",33.988495,135.792415,1.35,0.24,2915653,88.2,8,"-",92
"奈良県","下北山村",34.005038,135.955167,1.39,0.23,2534378,89.9,6.1,"-",90.6
"奈良県","上北山村",34.134322,135.999988,1.27,0.12,2800196,96.9,3.3,"-",91.2
"奈良県","川上村",34.338107,135.954325,1.36,0.23,2648250,83.4,7.1,"-",97.8
"奈良県","東吉野村",34.403582,135.968365,1.23,0.13,2465700,91.3,9.2,"-",91.4
"和歌山県","和歌山市",34.230511,135.170808,1.45,0.82,3305899,98,10.6,119.7,99.5
"和歌山県","海南市",34.155336,135.209223,1.29,0.55,3022284,99.5,6.8,85.4,95.7
"和歌山県","橋本市",34.315053,135.605296,1.29,0.46,2922071,100.7,13.2,86.4,97.5
"和歌山県","有田市",34.083095,135.127635,1.31,0.53,2935489,99.2,7.9,"-",97.2
"和歌山県","御坊市",33.891492,135.152346,1.39,0.53,2862645,104.5,12.5,99.7,98.6
"和歌山県","田辺市",33.728034,135.377768,1.51,0.38,2770258,98,8.8,"-",99.8
"和歌山県","新宮市",33.724108,135.992955,1.54,0.37,2791885,97.1,13.5,28.7,97.6
"和歌山県","紀の川市",34.26986,135.362757,1.28,0.4,2825898,91.5,6,"-",98.2
"和歌山県","岩出市",34.256295,135.311323,1.46,0.64,3012320,86.4,4,"-",93.1
"和歌山県","紀美野町",34.167225,135.307489,1.28,0.22,2634022,97.7,9.9,59.9,92.7
"和歌山県","かつらぎ町",34.296396,135.503836,1.39,0.36,2762540,96.9,10.4,62.5,97.5
"和歌山県","九度山町",34.287169,135.562245,1.21,0.21,2666189,93.5,12.4,69,94.1
"和歌山県","高野町",34.216069,135.586536,1.34,0.21,2702912,88.4,4.8,"-",89.3
"和歌山県","湯浅町",34.029394,135.190452,1.42,0.35,2728796,86.1,9.7,"-",93.2
"和歌山県","広川町",34.030032,135.172993,1.32,0.31,2676983,89.8,6.3,"-",97.3
"和歌山県","有田川町",34.065322,135.254432,1.58,0.35,2934592,90,13,3.2,96.3
"和歌山県","美浜町",33.893756,135.133101,1.44,0.31,2828521,93.1,6.9,37.2,97.6
"和歌山県","日高町",33.92573,135.140883,1.62,0.31,2856869,97,9,68.3,97
"和歌山県","由良町",33.959223,135.118349,1.42,0.31,2614114,91.3,12.5,179.3,96.2
"和歌山県","印南町",33.818367,135.218247,1.59,0.34,2627231,73.6,6,"-",97.3
"和歌山県","みなべ町",33.772324,135.321442,1.42,0.32,3039570,91.1,10.6,27.2,91.9
"和歌山県","日高川町",33.911783,135.185875,1.62,0.25,2710478,89.1,10.4,"-",94.6
"和歌山県","白浜町",33.678165,135.348134,1.35,0.45,2512283,98.5,9.1,45.8,96.9
"和歌山県","上富田町",33.696366,135.42883,1.58,0.5,2751590,89,14.1,59.5,95.5
"和歌山県","すさみ町",33.550151,135.49664,1.41,0.2,2490183,93.8,7.3,"-",98.9
"和歌山県","那智勝浦町",33.62595,135.941067,1.43,0.33,2492892,97.8,7.6,26.9,97.9
"和歌山県","太地町",33.594031,135.943962,1.32,0.18,2423082,94.8,5.1,13.9,93.7
"和歌山県","古座川町",33.53184,135.814802,1.42,0.14,2436393,81.7,5.9,"-",100.1
"和歌山県","北山村",33.932097,135.969207,1.43,0.14,2882908,93.4,5.9,"-",94.9
"和歌山県","串本町",33.47247,135.781498,1.4,0.26,2476508,93.3,11,84.8,93.8
"鳥取県","鳥取市",35.501133,134.235091,1.49,0.52,2799281,88.5,9.6,68.4,97.4
"鳥取県","米子市",35.428072,133.330945,1.62,0.68,2919553,91,8.4,79.4,97.7
"鳥取県","倉吉市",35.430179,133.825561,1.64,0.45,2625472,90.6,11.6,89.2,95.9
"鳥取県","境港市",35.539592,133.231486,1.57,0.57,2630333,91.3,11.8,123.3,95.7
"鳥取県","岩美町",35.575993,134.33209,1.55,0.27,2469418,84.4,11.1,28.2,94.8
"鳥取県","若桜町",35.34017,134.400997,1.5,0.13,2334949,88.2,6.8,18.3,96.4
"鳥取県","智頭町",35.26505,134.226612,1.52,0.21,2352222,94.3,10.5,70.2,94.7
"鳥取県","八頭町",35.409207,134.250526,1.5,0.23,2398039,92.6,9.4,15.7,93.2
"鳥取県","三朝町",35.408508,133.862306,1.49,0.24,2285623,85.2,8.3,"-",92.3
"鳥取県","湯梨浜町",35.489959,133.864781,1.72,0.27,2496767,87.9,9,16.9,92.5
"鳥取県","琴浦町",35.495398,133.693278,1.65,0.31,2403954,91.6,14.3,95.1,94.3
"鳥取県","北栄町",35.49003,133.758355,1.66,0.3,2435011,90.8,12.1,79.3,94.8
"鳥取県","日吉津村",35.440207,133.380788,1.61,0.61,2973386,84.8,11.1,"-",95.6
"鳥取県","大山町",35.510737,133.496114,1.52,0.27,2459236,92.4,10.5,"-",93.5
"鳥取県","南部町",35.370784,133.361891,1.49,0.27,2459793,92.1,11.4,19.9,91.8
"鳥取県","伯耆町",35.385333,133.407164,1.54,0.3,2580654,88.4,7.7,"-",95
"鳥取県","日南町",35.163294,133.306233,1.55,0.17,2414982,93.7,7,"-",94.4
"鳥取県","日野町",35.240791,133.442786,1.51,0.18,2367804,82,6,"-",93.3
"鳥取県","江府町",35.283187,133.488561,1.54,0.32,2410948,86.1,13.6,94.5,95.4
"島根県","松江市",35.46806,133.048375,1.54,0.58,2974815,94.3,11.2,76.8,99.3
"島根県","浜田市",34.899303,132.079783,1.64,0.4,2695157,91.4,10.7,44.1,97.7
"島根県","出雲市",35.367035,132.754682,1.66,0.56,2848078,86.7,12.9,158.8,98.9
"島根県","益田市",34.674817,131.842862,1.76,0.4,2646459,93.1,12.5,104.8,99
"島根県","大田市",35.192106,132.499293,1.68,0.29,2555739,96.7,12.7,87.3,98.5
"島根県","安来市",35.431442,133.250915,1.47,0.38,2657890,92.8,15.5,118.4,100.1
"島根県","江津市",35.011418,132.22093,1.57,0.35,2576396,92.4,12.9,101.3,99.6
"島根県","雲南市",35.307726,132.900299,1.5,0.26,2579066,96.9,11.3,106.3,98.9
"島根県","奥出雲町",35.19743,133.002543,1.6,0.17,2442322,89.2,12.6,151.3,91.8
"島根県","飯南町",35.000035,132.713874,1.62,0.14,2370933,93.7,10.4,60.3,98.8
"島根県","川本町",34.994145,132.495496,1.61,0.16,2517982,88.4,9.1,18.5,96.3
"島根県","美郷町",35.07669,132.590559,1.63,0.14,2468958,92,12.4,84.7,97.3
"島根県","邑南町",34.893963,132.43797,1.76,0.17,2556195,93.3,15,91.6,97.2
"島根県","津和野町",34.467185,131.773166,1.59,0.17,2317641,89,9.7,110.8,98.1
"島根県","吉賀町",34.442094,131.867897,1.72,0.18,2517445,90,7,53.8,98.8
"島根県","海士町",36.096571,133.096709,1.58,0.1,2644291,86.8,11.6,98.2,95.9
"島根県","西ノ島町",36.093027,132.994422,1.6,0.11,2704029,87,13,103.7,97.3
"島根県","知夫村",36.013929,133.039386,1.6,0.08,2608847,96.4,10.3,92.6,99.9
"島根県","隠岐の島町",36.209014,133.32177,1.82,0.2,2857520,89,9.8,131.8,99.1
"岡山県","岡山市",34.65534,133.919813,1.39,0.79,3304435,90.6,5.4,"-",100.5
"岡山県","倉敷市",34.585013,133.772084,1.57,0.87,3127985,89.6,3.7,31.2,101.8
"岡山県","津山市",35.069116,134.004543,1.58,0.54,2849091,92.4,12.4,119.8,99.5
"岡山県","玉野市",34.491943,133.945987,1.37,0.58,2735369,91.3,4.7,"-",99.8
"岡山県","笠岡市",34.50718,133.507441,1.26,0.58,2710507,91.2,6.4,59.5,99.8
"岡山県","井原市",34.597672,133.463681,1.4,0.42,2799544,89,9.7,"-",100
"岡山県","総社市",34.672807,133.746528,1.55,0.61,2860761,92.8,7.4,14.7,98.7
"岡山県","高梁市",34.791023,133.616733,1.37,0.32,2676236,94.7,12.5,76.5,98.3
"岡山県","新見市",34.97703,133.470306,1.4,0.25,2605399,85.8,9.6,41.4,98.6
"岡山県","備前市",34.74516,134.188044,1.41,0.45,2633050,97.6,10.7,"-",98.1
"岡山県","瀬戸内市",34.664887,134.092846,1.36,0.58,2774699,82,8.6,36.2,96.7
"岡山県","赤磐市",34.755388,134.01884,1.51,0.46,2732267,90.9,7.1,12.1,95.9
"岡山県","真庭市",35.075602,133.75273,1.61,0.3,2572312,89.9,10.3,"-",98
"岡山県","美作市",35.008588,134.148572,1.5,0.27,2503815,90.1,11.8,"-",97.6
"岡山県","浅口市",34.527839,133.584922,1.4,0.45,2705205,92.1,10.1,"-",99.3
"岡山県","和気町",34.849729,134.097923,1.32,0.32,2584875,87.2,9.9,47.4,97.6
"岡山県","早島町",34.600702,133.828354,1.68,0.73,3057507,91.8,6.6,"-",96.6
"岡山県","里庄町",34.51379,133.556866,1.51,0.58,2941742,85.2,7.6,"-",94.8
"岡山県","矢掛町",34.627593,133.587085,1.52,0.36,2565126,87,9,"-",99.2
"岡山県","新庄村",35.179458,133.567734,1.51,0.21,2539844,78.9,5.2,"-",90
"岡山県","鏡野町",35.091833,133.932799,1.75,0.31,2781344,85,11.4,57.9,95.4
"岡山県","勝央町",35.04184,134.116183,1.71,0.52,2661543,82.5,13.5,52.1,98.4
"岡山県","奈義町",35.123024,134.177425,1.81,0.32,2546612,90,7.9,"-",95.2
"岡山県","西粟倉村",35.171331,134.336273,1.44,0.13,2512497,88.1,9.8,10.6,94.2
"岡山県","久米南町",34.929246,133.960687,1.57,0.24,2509773,89.5,14.8,15.5,95.7
"岡山県","美咲町",34.997953,133.958163,1.74,0.25,2562134,82.7,9.4,33.3,96
"岡山県","吉備中央町",34.860965,133.811806,1.39,0.29,2681208,83.3,8.1,13,94.6
"広島県","広島市",34.386245,132.455018,1.4,0.83,3487826,97.6,11.7,174.7,99.9
"広島県","呉市",34.249254,132.565805,1.4,0.61,3112263,97,8.1,66.7,99.2
"広島県","竹原市",34.341794,132.907088,1.36,0.6,2808833,96,8.4,94,97.5
"広島県","三原市",34.397433,133.078658,1.4,0.55,2875921,95.2,6.7,40.6,98.4
"広島県","尾道市",34.408876,133.204889,1.42,0.56,2980756,95.9,6.4,30.2,100.9
"広島県","福山市",34.485899,133.362313,1.6,0.82,3069032,86.3,1.6,"-",101.1
"広島県","府中市",34.568347,133.236321,1.31,0.47,2776257,97.9,9.6,73.1,99.7
"広島県","三次市",34.805574,132.851674,1.63,0.34,2717720,97.5,6.4,44,97.2
"広島県","庄原市",34.857732,133.017277,1.59,0.26,2567312,96.5,11.9,101.1,97.3
"広島県","大竹市",34.237977,132.222475,1.47,0.81,2962585,93.4,14.9,156.4,99.3
"広島県","東広島市",34.42638,132.743307,1.49,0.84,3950217,88.3,1,"-",100.5
"広島県","廿日市市",34.348258,132.331622,1.44,0.63,3110583,94,4.6,80.7,98.7
"広島県","安芸高田市",34.666307,132.704299,1.5,0.32,2640403,92.8,12.9,94.7,100.2
"広島県","江田島市",34.223002,132.443855,1.42,0.31,2722121,95.1,6.8,25.9,98.9
"広島県","府中町",34.392486,132.50458,1.76,0.87,3418584,97.3,5.7,104.1,99.1
"広島県","海田町",34.372164,132.536089,1.8,0.8,3125122,85.6,6.4,"-",97.5
"広島県","熊野町",34.335736,132.584637,1.53,0.53,2867810,90.4,6.3,14.3,95.5
"広島県","坂町",34.34124,132.513703,1.62,0.73,3003051,85.8,3.3,"-",94.2
"広島県","安芸太田町",34.576745,132.227141,1.35,0.2,2644367,93.5,12.4,36.6,97.3
"広島県","北広島町",34.674558,132.538416,1.62,0.35,2642347,90.6,14.4,69.8,98
"広島県","大崎上島町",34.269633,132.915086,1.57,0.41,2697193,88.7,12.4,"-",95.2
"広島県","世羅町",34.586828,133.056651,1.64,0.32,2587333,94,10.7,13,97.7
"広島県","神石高原町",34.703661,133.247652,1.53,0.21,2421181,77.4,5.7,"-",96.4
"山口県","下関市",33.957831,130.941459,1.45,0.55,2919410,98.4,9.8,75.8,100.2
"山口県","宇部市",33.951509,131.246786,1.5,0.73,3129934,93.8,3.1,24.6,100
"山口県","山口市",34.178496,131.473727,1.44,0.64,3096002,94.6,5.4,56,99.9
"山口県","萩市",34.408116,131.399085,1.39,0.33,2617113,92.1,5.7,1.8,98.6
"山口県","防府市",34.051752,131.56269,1.53,0.82,2968059,95.7,3.2,"-",99.5
"山口県","下松市",34.01503,131.870342,1.87,0.9,3207345,97.8,3.5,30.1,99.4
"山口県","岩国市",34.166562,132.218848,1.58,0.58,2991532,92.9,3.9,7,98.1
"山口県","光市",33.961913,131.942282,1.58,0.68,3069421,97.2,7,35.1,99.3
"山口県","長門市",34.370956,131.182195,1.45,0.35,2673547,97.7,6.6,16.3,96.4
"山口県","柳井市",33.963833,132.101597,1.36,0.52,2886375,94.6,9.9,56.8,97.5
"山口県","美祢市",34.166635,131.205678,1.17,0.38,2568666,94.5,9,28.1,100.2
"山口県","周南市",34.055119,131.806186,1.61,0.8,3202552,97.4,8.9,87.9,102.1
"山口県","山陽小野田市",34.003064,131.181967,1.44,0.61,2816716,95.6,7.9,58.6,100.6
"山口県","周防大島町",33.927595,132.195234,1.35,0.18,2504240,96.3,12,43.6,96
"山口県","和木町",34.202406,132.220408,1.72,0.71,2958015,93.3,6,47.9,98.9
"山口県","上関町",33.830976,132.110743,1.48,0.12,2578148,93.2,8.4,"-",94.7
"山口県","田布施町",33.954703,132.041373,1.38,0.47,2775228,93.2,11.1,47,97.2
"山口県","平生町",33.937988,132.073052,1.5,0.42,2675340,88.8,12.5,136.6,96.2
"山口県","阿武町",34.503335,131.471399,1.46,0.17,2224625,83.3,-1.1,"-",96.8
"徳島県","徳島市",34.07027,134.554844,1.53,0.82,3345684,95.2,6,63.4,98.9
"徳島県","鳴門市",34.172562,134.608786,1.22,0.64,2887262,97.3,13.2,127.7,97
"徳島県","小松島市",34.004711,134.590674,1.36,0.59,2828110,98.8,13.6,114.6,99
"徳島県","阿南市",33.921748,134.659469,1.49,0.83,3033876,92.1,4.9,"-",97.9
"徳島県","吉野川市",34.025689,134.259833,1.42,0.38,2634538,96.1,9,38.1,100.6
"徳島県","阿波市",34.102148,134.297437,1.31,0.35,2616316,95.3,8,"-",99.3
"徳島県","美馬市",34.053403,134.169749,1.42,0.3,2608083,96.7,9.7,41.3,99.7
"徳島県","三好市",34.026041,133.807263,1.38,0.22,2579531,91.3,7.1,"-",98.2
"徳島県","勝浦町",33.931408,134.511356,1.38,0.25,2601471,87.8,4.8,"-",95.6
"徳島県","上勝町",33.889162,134.402051,1.47,0.13,2330113,93,4.7,"-",95.2
"徳島県","佐那河内村",33.993208,134.453122,1.42,0.17,2460848,79.2,1,"-",99.1
"徳島県","石井町",34.074173,134.44069,1.44,0.53,2766525,91.8,5.9,"-",98.5
"徳島県","神山町",33.967291,134.350461,1.45,0.22,2287100,76,2.5,"-",95.5
"徳島県","那賀町",33.820626,134.47883,1.47,0.19,2951210,89.4,8.5,"-",96.6
"徳島県","牟岐町",33.668407,134.420555,1.39,0.17,2396392,97.6,8.8,36.9,95.8
"徳島県","美波町",33.734553,134.535444,1.57,0.17,2511542,96.6,6.1,18.2,94.2
"徳島県","海陽町",33.602029,134.351997,1.51,0.19,2334168,85.7,1.7,"-",91.5
"徳島県","松茂町",34.133768,134.580556,1.55,0.88,2997443,79.7,-3.6,"-",93.7
"徳島県","北島町",34.125578,134.546987,1.64,0.79,3256132,90.1,5.2,"-",96.2
"徳島県","藍住町",34.126587,134.49509,1.58,0.72,2934486,89.8,5.1,"-",96
"徳島県","板野町",34.144363,134.462618,1.54,0.49,2703612,90,5.8,18.3,96.8
"徳島県","上板町",34.121384,134.404816,1.51,0.42,2628739,87.2,6.2,"-",97.2
"徳島県","つるぎ町",34.037335,134.064074,1.36,0.18,2521260,99.2,10.7,22.9,93.4
"徳島県","東みよし町",34.036783,133.936757,1.6,0.31,2568653,91.9,7.2,"-",98.2
"香川県","高松市",34.342788,134.046574,1.51,0.82,3272521,94.8,7.5,74.5,101
"香川県","丸亀市",34.289506,133.797706,1.6,0.66,2962741,92.9,8.9,25.5,99.4
"香川県","坂出市",34.316319,133.86051,1.43,0.84,2946899,86.8,9.4,82.8,100
"香川県","善通寺市",34.228533,133.787113,1.49,0.53,2819172,93.8,5.5,"-",98.5
"香川県","観音寺市",34.128466,133.662811,1.59,0.64,2868075,90.4,9.6,54.5,99.4
"香川県","さぬき市",34.325207,134.17212,1.26,0.4,2729714,92.6,13.2,"-",99.4
"香川県","東かがわ市",34.243809,134.358743,1.38,0.38,2669693,92,2.7,"-",97.6
"香川県","三豊市",34.182547,133.715219,1.5,0.45,2754248,97.9,5.9,"-",98.8
"香川県","土庄町",34.486022,134.185807,1.47,0.36,2553801,91.4,8,46.6,94.2
"香川県","小豆島町",34.481998,134.233595,1.49,0.31,2534458,93.5,6.3,"-",94.8
"香川県","三木町",34.268284,134.134293,1.44,0.56,2851244,88.5,3.9,7.9,96.2
"香川県","直島町",34.459703,133.995689,1.51,0.48,3263607,85.1,8.7,"-",99.3
"香川県","宇多津町",34.310298,133.825513,1.67,0.88,3286966,88.7,5.1,"-",95.6
"香川県","綾川町",34.249627,133.923066,1.4,0.53,2745843,82.8,-2.4,"-",97.9
"香川県","琴平町",34.191417,133.823303,1.45,0.4,2728918,95,7.2,51.8,96.7
"香川県","多度津町",34.272488,133.753605,1.49,0.64,2810390,92.2,11.5,149.4,99.2
"香川県","まんのう町",34.192329,133.841402,1.49,0.34,2662984,84.7,8.3,"-",98
"愛媛県","松山市",33.839157,132.765575,1.34,0.77,3114529,89.9,7.9,43,99.4
"愛媛県","今治市",34.066098,132.99786,1.48,0.54,2997676,96.1,11.6,"-",95.5
"愛媛県","宇和島市",33.22334,132.560557,1.56,0.34,2743837,86.5,3.7,"-",95
"愛媛県","八幡浜市",33.462898,132.423336,1.45,0.34,2806318,94,9.2,65.9,97.5
"愛媛県","新居浜市",33.96029,133.283351,1.6,0.77,3069654,81.5,1.4,21.9,99.5
"愛媛県","西条市",33.919511,133.18117,1.61,0.67,2839832,89.7,6.5,78.4,95
"愛媛県","大洲市",33.506194,132.544509,1.56,0.36,2634413,93.4,7.1,41.7,93.9
"愛媛県","伊予市",33.757429,132.703729,1.32,0.42,2673483,89.9,7.5,49.4,96.1
"愛媛県","四国中央市",33.980761,133.549195,1.54,0.74,2946430,85.4,8.8,95.2,98.3
"愛媛県","西予市",33.36262,132.510992,1.64,0.25,2594516,96.5,10.5,72.9,93.1
"愛媛県","東温市",33.791024,132.872296,1.26,0.5,3074522,96.2,11.6,63,96.6
"愛媛県","上島町",34.257336,133.204507,1.34,0.15,2707081,96.4,12.9,44.9,88.8
"愛媛県","久万高原町",33.655606,132.901671,1.47,0.19,2527023,86.4,11.1,"-",91
"愛媛県","松前町",33.78744,132.711375,1.44,0.77,2825284,86.2,8.6,85.7,94.7
"愛媛県","砥部町",33.749263,132.792228,1.36,0.45,2648566,81.1,2,48.6,94.3
"愛媛県","内子町",33.532902,132.658007,1.52,0.27,2506918,80.8,1.8,"-",91.3
"愛媛県","伊方町",33.488574,132.354012,1.55,0.52,2566224,85.8,5.3,"-",92.1
"愛媛県","松野町",33.227189,132.710799,1.46,0.17,2270490,84.6,5.2,4.6,93.7
"愛媛県","鬼北町",33.255857,132.684104,1.53,0.23,2555821,89.9,5.8,"-",95.1
"愛媛県","愛南町",32.962164,132.583324,1.58,0.22,2603400,99.5,8.1,"-",91.4
"高知県","高知市",33.559587,133.529279,1.39,0.64,3027756,96.3,13.6,172.2,99.3
"高知県","室戸市",33.290009,134.152051,1.5,0.23,2337231,95.1,10.2,"-",97
"高知県","安芸市",33.502546,133.907166,1.39,0.32,2439626,84.8,6.7,"-",95.2
"高知県","南国市",33.575671,133.64146,1.52,0.63,2774285,87.5,7.3,70,96.7
"高知県","土佐市",33.496044,133.425292,1.63,0.39,2554224,89.3,12,77.4,98
"高知県","須崎市",33.400745,133.282953,1.4,0.42,2598883,94.8,14.9,60.2,97.1
"高知県","宿毛市",32.939009,132.726286,1.51,0.37,2663593,92.9,12.2,88.3,97.1
"高知県","土佐清水市",32.781634,132.954989,1.33,0.27,2436678,95.2,18.5,100.9,96.1
"高知県","四万十市",32.991384,132.933749,1.56,0.35,2691789,90.6,10.1,84.1,95.9
"高知県","香南市",33.564171,133.700488,1.56,0.35,2597293,90,4.6,"-",96.2
"高知県","香美市",33.603719,133.686003,1.39,0.32,2596022,98.8,9.9,"-",94.5
"高知県","東洋町",33.527937,134.279974,1.49,0.13,2583126,93.3,12.7,67.8,96.2
"高知県","奈半利町",33.424181,134.020952,1.49,0.2,2467952,88,1,"-",97.3
"高知県","田野町",33.427708,134.008293,1.47,0.2,2465108,88.2,2.7,"-",95.4
"高知県","安田町",33.43857,133.981074,1.43,0.16,2181584,96.4,6.4,3.3,91.5
"高知県","北川村",33.447694,134.042067,1.44,0.2,3342668,89.7,-4.7,"-",97.5
"高知県","馬路村",33.55535,134.048108,1.42,0.16,2653919,89.5,8.9,"-",95.7
"高知県","芸西村",33.526901,133.808914,1.42,0.26,2344966,88.4,7.6,"-",95.5
"高知県","本山町",33.757107,133.591412,1.45,0.17,2449076,96.3,9,25.6,96.3
